rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
2127,2,"0",2.00000,0.00518,136.10036,215.01581,0.30705,84.71561,81.98586,80.55001,9.75242,8.15622,3.36087,21.36929,20.20230,14.76650,205.78255,9093.41602,13617.77148,1.25716,"572759","5407763"
2128,2,"0",5.00000,0.00475,133.86575,211.30202,0.29881,85.81062,86.18424,87.15399,10.30352,8.62290,3.90268,21.45325,20.22109,14.96879,148.63782,3643.90283,3588.35327,5.04616,"614063","5386892"
2129,2,"0",1.00000,0.01692,137.28746,158.16928,0.02282,107.16405,114.95733,107.59270,10.79098,8.53102,4.17666,18.17872,15.93625,11.67626,45.64436,8905.97852,62863.51563,2.39510,"381333","5279573"
2130,2,"0",2.00000,0.00836,133.51880,211.36823,0.24414,79.79227,79.55566,80.93213,10.85766,8.97914,4.21055,21.53195,20.22095,14.70006,73.16380,556.26459,4902.84082,1.60329,"651881","5431427"
2131,2,"0",,0.00160,138.22664,187.19539,0.33222,104.91645,109.80043,105.80333,9.79786,7.90625,3.38956,19.12760,17.64260,13.02971,300.85339,16126.41113,28424.67773,4.94045,"546956","5316915"
2132,2,"0",2.00000,0.01792,134.83560,200.14090,0.19451,73.33090,74.04162,78.97855,10.25045,8.21845,3.65731,21.33202,19.81299,14.36231,56.34990,2708.21069,4431.18066,0.34201,"718615","5400472"
2133,2,"0",1.00000,0.00672,141.09727,144.10497,0.11844,101.75086,98.65710,105.07520,9.72800,7.19561,3.13209,17.46220,15.34710,10.92963,139.22737,9798.06738,158578.09375,3.64566,"781587","5194539"
2134,2,"0",,0.03274,136.21840,168.25595,0.13921,103.71901,112.06979,110.90884,10.71422,8.50288,4.15853,18.39073,16.53104,12.30699,130.09142,19458.80273,15419.25000,2.66764,"555764","5276484"
2135,2,"0",,0.00831,138.10995,174.32951,0.12828,107.15536,115.66369,108.45882,10.16471,8.15946,3.73169,18.51869,16.74027,12.28563,212.98221,33696.32813,1474.58618,4.08558,"501979","5299266"
2136,2,"0",1.00000,0.00770,148.85477,178.55563,0.39212,92.64326,88.36417,80.84307,8.88449,6.79524,1.99552,17.05458,15.47454,10.16208,434.02423,19692.26172,29478.41016,2.18611,"516067","5582576"
2137,2,"0",3.00000,0.00472,134.57253,209.50027,0.31815,78.50676,76.41770,78.27705,10.84070,8.88920,4.11961,21.37932,19.97691,14.33649,50.87665,1346.81995,22215.84766,5.34695,"643010","5449678"
2138,2,"0",1.00000,0.01168,141.01582,183.61757,0.29683,108.81504,112.54299,102.23091,9.56713,7.75086,3.09791,18.40005,16.93274,12.18982,417.96439,8365.50781,4498.56836,5.57151,"436082","5330663"
2139,2,"0",2.00000,0.00406,134.09839,211.45979,0.25613,79.91026,79.39944,81.39562,10.75837,8.84619,4.08439,21.39097,20.10422,14.61908,85.39201,2508.90527,5548.87842,0.86159,"661426","5427083"
2140,2,"0",2.00000,0.01703,137.97903,206.77795,0.45097,84.21191,83.37215,86.50264,9.95118,8.12159,3.30714,20.45487,19.23871,13.74231,336.45224,8220.86230,15438.46387,4.99522,"637067","5422131"
2141,2,"0",1.00000,0.02818,136.00856,211.64862,0.34985,95.37473,88.71733,78.68748,10.61360,8.86881,4.01910,20.37657,19.18053,13.97849,145.59634,1526.83362,10348.94336,3.47562,"439851","5435146"
2142,2,"0",,0.01265,134.80611,179.70172,0.05975,97.68425,103.11105,106.69974,10.22801,8.19637,3.90863,19.63701,17.94853,13.37473,217.90807,21406.65430,6504.64697,1.01598,"648035","5298305"
2143,2,"0",,0.01632,134.57631,171.83633,0.03235,97.48560,103.88065,109.55731,10.31866,8.20478,4.00844,19.32521,17.50698,12.99440,154.95370,12885.24414,3063.33887,3.94436,"646212","5277625"
2144,2,"0",1.00000,0.02295,137.47029,188.01729,0.17106,103.41408,104.11533,94.58242,10.49489,8.56365,3.87840,19.01617,17.47493,12.79506,236.68721,6378.06494,37151.11719,4.68601,"384527","5334982"
2145,2,"0",5.00000,0.01269,136.86345,209.80142,0.35512,90.77290,90.18169,88.46889,9.63164,7.99544,3.25907,20.81269,19.62728,14.39913,287.58301,15121.13379,26354.66016,1.45206,"575212","5380131"
2146,2,"0",2.00000,0.00348,136.69283,214.32713,0.35698,92.67371,91.28707,83.69362,9.81771,8.18954,3.42604,20.97448,19.75678,14.45927,157.39413,988.17981,567.51685,5.21942,"499369","5385868"
2147,2,"0",2.00000,0.00917,140.16957,199.24638,0.30445,103.47655,106.13400,96.52802,9.37564,7.67813,2.97294,19.41978,18.09696,13.07323,355.71045,5937.17773,10536.02539,6.24729,"477798","5343748"
2148,2,"0",1.00000,0.00794,147.29211,175.79646,0.34581,84.57240,82.31001,76.80887,8.95450,6.64751,2.07424,17.96857,16.16333,10.67234,50.64476,885.36841,87936.92969,2.73489,"582393","5657633"
2149,2,"0",2.00000,0.00807,136.01143,202.69597,0.31909,96.42294,97.89608,95.61133,9.82988,8.09999,3.46990,20.50022,19.21212,14.27145,239.12788,11240.56836,4457.68945,3.82157,"572862","5352833"
2150,2,"0",2.00000,0.00275,137.56859,207.62341,0.39190,80.63429,77.00565,77.93053,9.95294,8.10270,3.27939,21.10211,19.75072,14.04023,154.32387,9596.22363,34860.84375,3.21260,"589787","5457686"
2151,2,"0",,0.00932,139.04350,189.59790,0.24805,104.02124,108.28222,102.78241,9.57737,7.75730,3.18058,19.20257,17.77694,13.01237,342.05286,20555.76953,17714.61133,1.49843,"530438","5326583"
2152,2,"0",2.00000,0.00458,135.71231,181.01027,0.21033,87.74191,91.34920,94.95299,9.95882,7.88383,3.50580,20.00457,18.30279,13.52830,187.18977,21230.43359,30970.33398,2.56731,"688203","5326409"
2153,2,"0",1.00000,0.00794,146.52612,164.65170,0.28561,91.40633,86.40001,73.61656,9.72833,7.32524,2.70244,16.89754,14.98250,10.07027,14.71797,3760.32202,53470.83594,4.66269,"517057","5667642"
2154,2,"0",3.00000,0.07227,139.97365,194.47868,0.25603,103.10877,98.14370,85.35826,10.30943,8.48064,3.62646,18.76473,17.44426,12.42666,289.38425,8806.72461,48210.41016,6.24554,"416558","5469249"
2155,2,"0",,0.01876,133.13486,177.27551,0.10666,100.41525,106.91810,110.55771,10.68348,8.60952,4.38034,19.48808,17.73872,13.31723,139.10043,9579.47070,9879.76367,5.22815,"626379","5283499"
2156,2,"0",1.00000,0.00435,135.29613,160.65857,0.00280,98.43609,93.06646,97.32913,10.66035,8.14518,3.86517,19.03906,17.00443,12.46644,17.06994,99.38483,123408.41406,3.99403,"760551","5234333"
2157,2,"0",1.00000,0.01396,135.29703,162.77162,0.10242,91.46319,97.37949,101.06209,10.49040,8.16662,3.95864,19.03239,17.00007,12.52528,108.44579,1894.96533,43787.86328,1.82644,"690481","5273286"
2158,2,"0",1.00000,0.00787,139.20084,201.18797,0.31223,103.12669,103.73827,93.75301,9.64971,7.96481,3.20628,19.54347,18.28113,13.28323,330.11536,3835.32886,4295.65381,3.44112,"453052","5359417"
2159,2,"0",1.00000,0.02020,146.69861,182.28418,0.37447,87.65562,83.33221,76.98129,9.25261,7.11943,2.36426,17.77195,16.09661,10.73772,262.61908,27780.18945,36224.97656,0.92034,"524460","5589341"
2160,2,"0",1.00000,0.02627,139.54915,177.14253,0.16172,102.12679,103.45165,94.82404,10.49567,8.42316,3.73079,18.21214,16.57038,11.96025,291.71777,5861.59277,85874.52344,2.97962,"336124","5311284"
2161,2,"0",5.00000,0.01391,135.79289,192.16541,0.16631,99.43542,98.68192,89.71294,10.89685,8.92337,4.21897,19.50442,17.94046,13.22570,139.91420,2581.02710,49307.05859,4.51764,"372976","5337298"
2162,2,"0",1.00000,0.02134,137.78355,149.44769,0.05666,100.42567,95.49326,99.82014,10.34185,7.77831,3.56094,18.06408,15.97432,11.62756,93.19701,3166.58887,131642.03125,5.12420,"761966","5214841"
2163,2,"0",2.00000,0.00866,135.11879,201.58366,0.28261,78.81095,79.32055,84.07506,10.01378,8.10302,3.51299,21.12044,19.75131,14.45791,179.26682,8714.86914,13246.12109,5.93605,"690271","5382583"
2164,2,"0",,0.00118,137.46649,200.33543,0.21016,98.56644,100.67417,95.47717,9.66260,7.93751,3.28665,20.11880,18.79855,13.82510,271.05762,22293.94141,13079.42090,4.11210,"537328","5349133"
2165,2,"0",1.00000,0.00175,140.58398,137.86523,0.07651,102.50956,98.52863,103.86740,10.03021,7.43912,3.33922,17.07152,14.89426,10.72657,138.06049,5597.30029,145840.45313,3.31110,"764869","5192627"
2166,2,"0",1.00000,0.00817,138.58479,158.00943,0.18222,97.53222,103.57476,111.62061,9.97397,7.73920,3.57882,18.00794,16.13909,11.75623,246.10991,12371.66992,22593.12695,2.84188,"640957","5249672"
2167,2,"0",1.00000,0.00887,135.83725,181.27235,0.07899,85.63713,81.41969,87.50191,10.51110,8.19030,3.75619,19.97151,18.22008,13.17223,128.42534,945.49280,132380.93750,1.68252,"782790","5266393"
2168,2,"0",2.00000,0.00348,134.09099,215.93022,0.27273,83.38396,82.69169,83.30583,10.30016,8.67605,3.88882,21.65424,20.45700,15.05974,146.37071,4380.98389,16641.81445,6.10817,"601661","5403626"
2169,2,"0",3.00000,0.00037,135.93573,202.93298,0.27127,78.18764,74.20613,73.91146,10.74551,8.67742,3.94471,20.75716,19.30688,13.74508,63.51967,3988.39575,10451.56738,4.74965,"671726","5462116"
2170,2,"0",1.00000,0.04517,136.18858,209.77454,0.30845,95.57123,89.13980,79.59610,10.68059,8.93063,4.05737,20.24048,19.04812,13.89448,245.68002,2115.25781,5275.27539,2.69741,"432413","5429169"
2171,2,"0",,0.00473,135.72627,184.56281,0.18929,88.13145,91.45724,95.10246,9.92233,7.89416,3.49338,20.09965,18.46158,13.64624,205.22673,28267.06250,26038.79492,3.80378,"682818","5330748"
2172,2,"0",3.00000,0.03258,134.85005,204.94884,0.27345,101.60352,100.31502,90.41183,10.74481,9.00344,4.17661,20.11714,18.85410,14.03031,168.66808,5672.28955,40675.27734,5.61027,"413521","5377460"
2173,2,"0",,0.04427,135.19016,174.67201,0.15337,98.29184,104.29226,108.81742,10.24076,8.16412,3.92423,19.37030,17.61814,13.08871,208.36369,14058.03418,1321.48096,2.19030,"646697","5287121"
2174,2,"0",1.00000,0.01180,136.95547,189.85693,0.23288,102.42371,102.86712,93.45078,10.62165,8.67827,3.99483,19.17892,17.62318,12.94098,198.53259,7051.34180,39109.05078,5.05017,"383561","5334141"
2175,2,"0",1.00000,0.00764,139.79781,194.05104,0.39882,105.79206,107.42564,97.13734,9.67666,7.93883,3.20991,19.06621,17.73267,12.85806,369.99045,7038.06641,2478.69873,0.29984,"439015","5349958"
2176,2,"0",,0.00396,138.76335,181.69044,0.22251,105.90481,112.51115,105.67465,9.88179,7.96730,3.46326,18.83399,17.22262,12.61243,268.91394,24918.84570,7608.47607,0.07775,"510229","5312010"
2177,2,"0",3.00000,0.01549,133.61760,211.37276,0.31324,80.54774,80.67551,83.20911,10.68101,8.82575,4.07118,21.47536,20.21211,14.77738,120.56290,9534.59375,7722.63867,4.58580,"655477","5414350"
2178,2,"0",1.00000,0.02066,137.66438,151.28700,0.04709,112.98782,126.64616,117.16302,10.67994,8.48623,4.25652,17.49069,15.27592,11.21639,137.58627,6269.89600,20744.85742,3.32242,"458640","5278749"
2179,2,"0",1.00000,0.02499,140.43275,197.09622,0.35903,105.59333,104.63308,94.60000,9.51768,7.83682,3.01117,18.90367,17.72997,12.78003,510.83847,3853.87012,27187.28320,4.33663,"430423","5373517"
2180,2,"0",2.00000,0.00811,135.37225,213.47464,0.36699,82.65040,82.11313,84.40749,10.32096,8.60800,3.79384,21.26261,20.05101,14.56733,196.60887,7749.48193,16138.79395,5.65093,"621889","5416828"
2181,2,"0",3.00000,0.02397,134.18991,204.06602,0.19205,100.67324,99.60614,89.87601,10.92391,9.14492,4.34193,20.20388,18.88285,14.08391,109.87954,262.42599,40646.67969,5.01491,"408102","5372795"
2182,2,"0",2.00000,0.00716,135.10828,204.74046,0.27423,78.22890,78.24733,82.74157,10.32306,8.36408,3.68472,21.13002,19.81524,14.40771,164.55232,4359.72705,33028.81250,2.09504,"687022","5407016"
2183,2,"0",2.00000,0.00962,135.60730,216.03093,0.35110,82.19685,78.41604,76.83193,9.86294,8.25610,3.45415,21.62445,20.43338,14.92633,147.58842,470.57437,3018.47314,0.32546,"570484","5419778"
2184,2,"0",2.00000,0.00636,134.60640,204.94252,0.21805,92.90482,94.29388,94.24258,10.05236,8.31529,3.69576,20.85708,19.56976,14.58698,217.27499,9899.84766,8266.82813,4.77327,"603161","5359302"
2185,2,"0",1.00000,0.01936,139.37465,189.51523,0.21408,75.27464,75.39054,82.40011,10.17810,7.81504,3.22591,19.96916,18.24088,12.73251,70.26173,1582.84351,49138.66797,0.90830,"769854","5381411"
2186,2,"0",1.00000,0.03346,138.11400,183.44444,0.24571,87.94614,84.71269,95.07125,10.38208,8.04940,3.63701,19.58569,17.84155,12.59546,171.94411,2883.17627,169073.73438,2.73630,"819749","5250820"
2187,2,"0",,0.01187,140.50536,161.19980,0.09190,112.04910,122.67344,114.11543,9.99426,7.92565,3.55358,17.55548,15.63826,11.31813,283.96420,20174.34375,4959.62012,2.07010,"472728","5287426"
2188,2,"0",1.00000,0.01682,140.53865,203.11995,0.35294,90.48477,85.30709,79.30353,9.09830,7.37948,2.63007,20.15454,18.90840,13.35912,262.33823,5120.09570,15438.41016,4.35471,"509041","5475504"
2189,2,"0",1.00000,0.00222,135.66422,165.35016,0.14054,93.23526,99.27188,103.85567,10.27056,8.02780,3.82239,19.10925,17.15435,12.63147,137.97456,8471.87598,33137.76563,0.61776,"680970","5276566"
2190,2,"0",1.00000,0.01962,136.71492,180.31454,0.15368,88.49685,84.65066,93.48170,10.42668,8.09100,3.74884,19.84578,18.04514,12.87978,85.04054,1525.30615,168552.14063,1.73849,"812789","5241162"
2191,2,"0",,0.00707,137.28989,158.43318,0.25768,94.75369,100.67305,109.83650,10.12550,7.87329,3.74587,18.30746,16.38652,11.99242,182.86787,6716.87598,26719.41211,2.77863,"644215","5245438"
2192,2,"0",5.00000,0.05739,142.24272,180.95644,0.29016,95.05519,90.52085,79.14888,10.36473,8.24064,3.39152,17.92510,16.28486,11.32357,120.76335,10808.37793,23065.88672,4.91265,"469457","5558850"
2193,2,"0",,0.00807,134.14326,184.52623,0.16263,102.19927,107.36411,108.98652,10.38570,8.41831,4.08971,19.69013,18.10953,13.61421,211.63396,18242.36133,5645.79395,6.20242,"621524","5302980"
2194,2,"0",2.00000,0.00365,136.40498,213.84540,0.41047,88.13628,86.46787,83.21852,9.66251,8.05707,3.29119,21.19860,20.00913,14.65757,200.99269,17439.84961,17157.17188,3.21233,"555039","5391542"
2195,2,"0",1.00000,0.00643,141.32391,193.82921,0.27146,83.32497,79.44743,75.37422,9.54360,7.54594,2.88282,19.89280,18.24667,12.60494,119.79704,4437.40527,17751.57617,2.67519,"515901","5529913"
2196,2,"0",2.00000,0.01863,138.74120,190.85635,0.25028,75.47792,75.85060,82.65243,10.03656,7.75245,3.17212,20.21491,18.52427,13.03362,81.15772,472.33249,41834.35547,4.90327,"760186","5380806"
2197,2,"0",,0.01024,133.60979,180.01981,0.08295,98.91659,104.78111,108.27726,10.47690,8.44038,4.18020,19.71964,18.01164,13.49938,171.53816,22280.11328,12970.33301,3.43336,"636774","5292774"
2198,2,"0",,0.03960,139.75209,163.50954,0.09999,111.83218,120.72643,110.90730,10.15613,8.09223,3.68006,17.74463,15.80865,11.46437,254.26428,23188.96875,29956.10938,3.61273,"427700","5294330"
2199,2,"0",1.00000,0.01429,141.91951,180.79514,0.24626,91.09511,86.12305,74.00158,10.52855,8.39732,3.54651,17.90947,16.26563,11.32136,107.89209,4018.99976,25475.79102,6.07453,"474157","5583758"
2200,2,"0",3.00000,0.03233,141.07840,166.83698,0.15991,112.11504,120.97874,111.24963,9.79625,7.80679,3.35756,17.69701,15.89283,11.44938,334.93933,3114.44116,24669.06055,3.02219,"453164","5299131"
2201,2,"0",2.00000,0.00450,134.74808,210.16634,0.29732,79.19136,77.45589,79.40431,10.78860,8.86029,4.08497,21.32712,19.95852,14.34686,81.91229,1708.52869,17828.80469,0.21242,"645767","5444212"
2202,2,"0",3.00000,0.01772,142.31992,175.53682,0.21311,109.78012,112.80045,103.05966,9.64363,7.72567,3.06778,17.71820,16.18121,11.54425,478.55420,9691.56055,26664.72656,2.99824,"394870","5323189"
2203,2,"0",5.00000,0.01961,138.11819,206.13560,0.31868,83.27097,79.21815,76.50451,9.62717,7.81290,3.06456,21.07123,19.68065,13.99851,72.79296,61.75300,44850.62891,6.01296,"538623","5477236"
2204,2,"0",2.00000,0.00804,134.42337,212.30392,0.26136,84.80752,85.05814,86.72961,10.28208,8.58597,3.83930,21.34884,20.13192,14.81423,182.05054,9327.74512,8323.71289,4.04904,"620240","5395818"
2205,2,"0",2.00000,0.04016,138.75182,209.34485,0.34918,90.63558,85.03127,78.20411,9.25061,7.62848,2.86858,20.66804,19.52748,14.02992,265.93082,8464.51563,22153.47461,5.63280,"503013","5446315"
2206,2,"0",1.00000,0.02310,146.52106,181.31807,0.36779,100.18614,95.87373,85.78012,8.99010,7.06475,2.24004,17.49996,16.08624,10.87638,488.58701,6746.00000,2449.50659,2.54222,"474348","5529338"
2207,2,"0",,0.02465,134.88637,174.40268,0.17522,105.10522,112.24228,114.35126,10.69832,8.59094,4.33992,18.75090,17.02123,12.73548,212.38708,3941.46143,13904.84863,2.95517,"607034","5277031"
2208,2,"0",1.00000,0.00978,147.34732,183.27750,0.40098,90.80830,86.58878,80.19501,9.03129,6.96130,2.17665,17.62707,16.03876,10.65666,353.43655,22405.03711,16175.01270,0.95100,"515390","5569118"
2209,2,"0",2.00000,0.00648,135.68044,186.38318,0.20078,81.76113,83.83981,88.30141,9.83244,7.77781,3.35225,20.47887,18.82204,13.84965,138.33922,5137.30371,29424.89648,5.73895,"710235","5343413"
2210,2,"0",1.00000,0.03105,137.01277,195.75166,0.15243,100.78595,98.78203,89.77034,10.76620,8.91161,4.08784,19.04904,17.70597,12.94026,301.61649,2495.80981,69825.49219,4.75187,"377684","5382892"
2211,2,"0",1.00000,0.02315,138.36359,161.84398,0.02880,110.63200,119.67156,110.19782,10.46726,8.34419,3.96881,17.93189,15.88680,11.60467,199.62950,33396.68359,34717.44922,2.32812,"417294","5292090"
2212,2,"0",2.00000,0.00463,139.25719,203.14639,0.29971,101.63560,102.64034,93.08884,9.51657,7.84859,3.10380,19.74229,18.48083,13.40695,332.88431,4277.74316,4178.94727,4.77575,"471405","5356972"
2213,2,"0",2.00000,0.01114,136.98381,210.03044,0.38778,80.95094,77.82361,79.07880,10.00736,8.23042,3.39774,21.16941,19.88319,14.21625,211.40994,1334.58191,21766.05273,5.25630,"595790","5445911"
2214,2,"0",2.00000,0.00419,135.22966,206.26375,0.23540,79.56357,77.20822,78.77267,10.69288,8.72329,3.96550,21.10527,19.73991,14.16172,86.66422,3339.49072,12602.23340,1.90338,"657292","5446147"
2215,2,"0",2.00000,0.01199,134.09621,202.06320,0.20254,74.94843,75.75268,79.15672,10.48783,8.48058,3.87033,21.39703,19.95738,14.49918,57.56507,5808.23047,25674.97656,0.14810,"703723","5415012"
2216,2,"0",2.00000,0.00729,142.62233,200.94992,0.36495,92.93928,88.10519,83.53474,8.52907,6.90085,2.08306,19.60009,18.50781,13.00122,473.80765,15471.88379,39717.62109,6.18611,"522715","5440150"
2217,2,"0",2.00000,0.00666,136.43726,206.41382,0.37084,93.97176,94.54460,91.89577,9.73074,8.05177,3.36881,20.67048,19.42797,14.34576,240.72614,13230.96484,9372.00977,1.93608,"566516","5365968"
2218,2,"0",1.00000,0.02913,142.10458,197.10583,0.42029,103.56805,99.51939,89.79510,9.21007,7.56478,2.69127,18.72593,17.65758,12.53882,521.00061,4463.91797,12271.69141,3.88172,"441799","5412015"
2219,2,"0",2.00000,0.02297,138.81172,204.08763,0.27292,81.16133,77.65433,79.01018,9.84844,7.93187,3.09623,20.72266,19.34381,13.60425,203.68582,1327.71313,36577.46094,0.88950,"595302","5462618"
2220,2,"0",1.00000,0.00930,136.02876,154.60455,0.09091,89.43665,94.47841,105.80860,10.38840,8.04988,3.95170,18.28219,16.29983,12.00047,65.58312,2308.09082,40580.58203,4.98623,"641844","5231293"
2221,2,"0",1.00000,0.03085,139.52519,175.29781,0.11710,106.09292,108.82887,99.72826,10.28090,8.24165,3.63859,18.20008,16.49941,11.94604,310.20694,12117.65137,59202.64453,5.21092,"364935","5308910"
2222,2,"0",1.00000,0.04271,139.60846,203.82045,0.31394,83.74152,80.08132,78.40292,9.48716,7.62165,2.84539,20.70190,19.28265,13.55815,138.91644,3122.18286,48922.73438,2.74448,"547887","5485700"
2223,2,"0",2.00000,0.00612,137.40468,199.62840,0.21580,98.93818,101.09592,96.72467,9.66788,7.92972,3.29379,20.08011,18.76151,13.83043,274.34888,12757.12793,11766.54199,1.26381,"548061","5347396"
2224,2,"0",2.00000,0.00804,137.73572,209.35568,0.36364,81.92860,77.70683,77.37353,9.67103,7.93001,3.11275,21.14541,19.87506,14.22947,198.17566,2077.76782,24809.64453,1.88714,"572141","5448509"
2225,2,"0",1.00000,0.00632,132.33060,188.67871,0.14539,102.15983,106.80867,106.53040,10.65563,8.69189,4.31036,20.15185,18.59114,14.15532,116.10867,740.56909,14045.39258,1.80917,"596670","5309515"
2226,2,"0",1.00000,0.02108,148.41127,175.88019,0.36713,91.91506,87.25180,77.80457,9.15833,7.01510,2.21971,16.88053,15.24985,10.06317,326.47263,23128.83594,50197.62891,3.72375,"514226","5608688"
2227,2,"0",1.00000,0.01775,148.75563,175.94054,0.39851,100.01319,95.54070,85.33302,8.84991,6.84962,2.01017,16.74960,15.27650,10.10701,527.93231,18659.83789,13183.53906,4.98917,"481630","5557241"
2228,2,"0",2.00000,0.01825,136.01282,206.55850,0.37500,83.18002,83.38004,87.17196,10.12959,8.27596,3.55414,20.85875,19.61718,14.27500,249.84610,12653.58984,17568.01172,5.74935,"659098","5398357"
2229,2,"0",2.00000,0.00484,134.87695,208.14650,0.23757,78.88792,76.69971,78.47984,10.78208,8.82358,4.05756,21.27917,19.88658,14.26110,62.85014,1392.65503,20089.10938,0.93474,"646190","5448944"
2230,2,"0",,0.00148,137.28235,204.73744,0.39080,95.37110,96.16180,91.69980,9.60433,7.93061,3.23476,20.47257,19.21918,14.11255,267.38226,19469.35352,890.81262,6.17603,"544731","5363167"
2231,2,"0",2.00000,0.00964,135.91956,202.45044,0.28071,88.08658,89.34342,92.12597,9.92109,8.11679,3.48814,20.65845,19.37009,14.24573,275.77835,19922.42773,5728.68408,0.92508,"644491","5371269"
2232,2,"0",,0.00738,136.82771,165.16106,0.10607,96.00102,102.05161,107.49621,10.03534,7.84945,3.64609,18.87298,16.99505,12.46486,238.60168,4441.00391,23737.95898,1.13716,"668188","5275339"
2233,2,"0",1.00000,0.00471,135.75505,163.38536,0.17234,93.89207,100.08301,106.75550,10.20797,7.97821,3.83621,18.98390,17.00978,12.48862,159.45062,2978.19214,30742.23242,4.37153,"670435","5262046"
2234,2,"0",,0.00337,137.56699,199.01939,0.26879,99.16223,101.56660,95.54678,9.66997,7.94123,3.29042,20.04205,18.70268,13.72971,272.06589,13992.58203,15850.70215,2.21321,"527092","5347611"
2235,2,"0",1.00000,0.01709,138.71492,141.96233,0.14186,87.03519,89.73977,98.64658,10.18372,7.69604,3.64740,17.16332,15.16675,11.12815,56.95212,3938.60620,73413.46094,2.53993,"630841","5198143"
2236,2,"0",3.00000,0.01104,141.77437,197.88594,0.38712,103.88474,101.54517,92.07772,9.11104,7.47960,2.63596,18.89063,17.79919,12.69125,518.47406,18254.82617,28491.26563,4.94119,"450433","5389003"
2237,2,"0",2.00000,0.01033,137.64160,205.61632,0.35438,93.94020,93.98154,90.47978,9.49656,7.84655,3.12732,20.51611,19.30684,14.13814,299.54605,19367.50000,10123.30664,1.58783,"555205","5370784"
2238,2,"0",2.00000,0.00731,137.87650,178.93208,0.18056,89.64299,86.07095,94.87885,10.19877,7.86134,3.50482,19.58229,17.81811,12.66118,180.90186,3673.31445,164120.32813,2.21220,"808432","5243287"
2239,2,"0",1.00000,0.00968,140.82281,183.42067,0.24067,107.92302,113.79649,104.16888,9.49701,7.66925,3.08691,18.57507,17.03977,12.28455,367.27191,15072.43945,1743.28662,0.92708,"472176","5319843"
2240,2,"0",1.00000,0.00472,139.34764,205.17847,0.40054,96.72747,96.80730,90.62254,9.22828,7.59615,2.84652,20.08790,18.89717,13.68049,355.49258,2314.80542,14428.67676,2.70410,"521529","5371157"
2241,2,"0",,0.01540,136.43927,169.99377,0.16647,105.34740,112.58261,114.97874,10.50010,8.35807,4.09248,18.34226,16.60278,12.32997,268.91370,6699.70801,19559.24805,2.36043,"603102","5273898"
2242,2,"0",,0.01060,142.07677,177.63753,0.25768,110.51717,114.78832,104.67197,9.52497,7.65387,3.02610,17.92323,16.39259,11.73142,479.80014,22773.03906,2438.89282,1.82929,"423157","5322384"
2243,2,"0",1.00000,0.00829,147.81622,174.27071,0.27486,85.40122,82.80669,77.13981,8.75355,6.47162,1.96487,17.78175,16.01111,10.53507,37.72520,9290.56445,75400.57813,5.64597,"579659","5671097"
2244,2,"0",,0.02015,140.63875,168.91058,0.16706,111.63602,119.67685,109.61430,9.88617,7.90290,3.43268,17.83730,16.04215,11.58430,316.41510,11575.92773,25590.79102,3.47145,"438718","5302654"
2245,2,"0",1.00000,0.00463,148.88161,168.62090,0.28354,92.17635,87.35281,76.18005,9.19883,6.89031,2.20233,16.65386,14.86645,9.80024,214.71973,1076.75928,65444.42969,0.95383,"527230","5654981"
2246,2,"0",5.00000,0.00758,137.58356,214.41530,0.39112,88.18820,85.95315,81.38274,9.43299,7.84444,3.04831,21.09017,19.92396,14.46995,226.04091,5585.85059,3231.47046,5.64178,"537973","5399803"
2247,2,"0",,0.01242,137.16440,168.91985,0.11005,88.55434,92.92603,96.41287,9.90840,7.66649,3.33251,19.24994,17.37979,12.73763,192.57495,5139.27979,48705.32422,3.90361,"706319","5315410"
2248,2,"0",2.00000,0.00410,134.73927,205.70692,0.24900,79.02957,76.14098,77.00895,10.77072,8.78433,4.04976,21.14048,19.76472,14.22688,63.45865,1561.59351,8065.57227,2.47508,"667049","5447409"
2249,2,"0",1.00000,0.02130,140.56174,137.39557,0.08404,102.47952,98.42603,103.58608,10.06246,7.46693,3.36301,17.02890,14.84632,10.70274,122.15079,3861.43384,144159.48438,4.82181,"763761","5192691"
2250,2,"0",1.00000,0.02971,135.69258,212.30554,0.26284,93.77559,87.02719,76.37593,10.17384,8.50128,3.76490,20.99367,19.81256,14.47778,113.52618,1036.13013,3725.38745,2.28102,"465497","5450599"
2251,2,"0",5.00000,0.00368,134.70030,203.69420,0.25910,78.61015,74.95461,75.12331,10.79471,8.78719,4.07104,21.06711,19.66397,14.14120,39.13469,4373.33252,6754.35986,2.93953,"673177","5451871"
2252,2,"0",2.00000,0.00147,135.80643,178.58029,0.10425,87.89183,91.64055,95.23137,9.95619,7.86055,3.49126,19.91340,18.18725,13.43262,189.72498,18407.40039,33417.23047,6.04279,"690104","5325169"
2253,2,"0",,0.00515,137.92628,192.55011,0.28550,102.95400,106.66730,102.59258,9.70641,7.88185,3.31750,19.50266,18.09793,13.36324,299.70767,10234.40820,24178.63672,0.19252,"549148","5328479"
2254,2,"0",3.00000,0.01028,134.78621,212.97673,0.40194,79.92049,78.91749,81.59286,10.72368,8.88527,4.07570,21.37045,20.05503,14.45741,112.85822,4093.12158,11625.06250,5.80137,"633606","5437539"
