fid,id,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"2403","2402",,,,,,,,,,,,,,,,37144.80859,107898.89063,
"2404","2403",,,,,,,,,,,,,,,,79155.93750,129830.02344,
"2405","2404",,,,,,,,,,,,,,,,165229.29688,216561.50000,
"2406","2405",,,,,,,,,,,,,,,,48106.29297,103299.42969,
"2407","2406",,,,,,,,,,,,,,,,3746.61646,84991.10938,
"2408","2407",,,,,,,,,,,,,,,,11439.70703,31349.05078,
"2409","2408",,,133.36372,201.11746,0.18182,96.61460,94.81902,86.29079,11.45248,9.54581,4.76893,20.05391,18.60667,13.84805,,2588.54785,61250.60156,
"2410","2409",1.00000,0.00913,138.50560,149.61635,0.08276,100.68079,95.90228,100.51868,10.21086,7.66024,3.44706,18.02295,15.95602,11.57057,128.61534,3945.35864,133450.76563,5.18376
"2411","2410",,,,,,,,,,,,,,,,67694.41406,114893.69531,
"2412","2411",,,,,,,,,,,,,,,,44536.58984,111943.88281,
"2413","2412",1.00000,0.00328,137.77570,213.05119,0.30341,89.46555,87.71976,83.21077,9.42259,7.82691,3.04100,20.95346,19.78382,14.38056,256.58994,3253.42285,9305.75586,4.95327
"2414","2413",1.00000,0.01035,138.41209,148.81058,0.12398,88.55453,92.44711,102.21779,10.34672,7.88652,3.73535,17.49449,15.52705,11.30779,108.04479,2526.03467,70033.30469,4.27796
"2415","2414",,,138.80247,199.11134,0.35311,74.89236,72.75555,72.01369,10.70102,8.42046,3.57644,20.35381,18.70633,12.89275,,9426.30469,51765.13672,
"2416","2415",1.00000,0.01757,144.64482,190.67474,0.37281,100.96963,95.94339,86.15826,8.76150,7.01635,2.20435,18.35037,17.14477,11.83395,532.90094,1988.36292,7165.21143,2.75540
"2417","2416",,,,,,,,,,,,,,,,6779.31006,7314.39063,
"2418","2417",,,,,,,,,,,,,,,,171291.92188,193344.32813,
"2419","2418",,0.01540,149.87752,176.52263,0.38505,95.93853,91.62968,83.27428,8.70327,6.65048,1.83011,16.73057,15.20608,9.92985,507.35403,17984.84961,16674.53906,1.33568
"2420","2419",,,145.48349,161.11420,0.09091,103.35537,94.70328,83.44620,9.28833,7.36299,2.92492,17.02808,14.99396,10.29396,5.07047,134366.17188,155697.03125,
"2421","2420",2.00000,0.00962,135.60730,216.03093,0.35110,82.19685,78.41604,76.83193,9.86294,8.25610,3.45415,21.62445,20.43338,14.92633,147.58842,470.57437,3018.47314,0.32546
"2422","2421",,,,,,,,,,,,,,,,25944.24414,201445.57813,
"2423","2422",,0.00821,142.68188,165.74312,0.23083,110.37789,115.07721,106.18940,9.75447,7.71284,3.13013,17.35169,15.62514,11.10293,461.85410,19691.08203,48104.36328,3.73272
"2424","2423",,,,,,,,,,,,,,,,105070.38281,157873.34375,
"2425","2424",2.00000,0.02744,137.70142,214.42082,0.30005,89.04490,86.23746,80.32130,9.41527,7.82754,3.03023,21.02363,19.87288,14.39905,224.79886,1339.58740,5286.20459,3.52274
"2426","2425",,,,,,,,,,,,,,,,23184.88477,62074.87109,
"2427","2426",1.00000,0.01193,133.08232,189.77899,0.17026,102.32090,106.76747,106.95306,10.49413,8.55645,4.17328,20.07874,18.55199,14.07077,156.12958,997.03912,12041.68359,5.01146
"2428","2427",,,,,,,,,,,,,,,,26971.28125,76633.14063,
"2429","2428",,,,,,,,,,,,,,,,4793.81689,88853.82031,
"2430","2429",,,,,,,,,,,,,,,,34689.43750,140821.01563,
"2431","2430",1.00000,0.00586,135.70049,165.54478,0.14066,92.42384,98.32195,102.24058,10.31198,8.04365,3.81928,19.11423,17.14708,12.63295,133.38963,6291.93945,36526.32422,2.91703
"2432","2431",,,,,,,,,,,,,,,,135740.54688,217473.50000,
"2433","2432",,,,,,,,,,,,,,,,15772.02344,77743.06250,
"2434","2433",,,,,,,,,,,,,,,,118005.85938,135347.23438,
"2435","2434",,,,,,,,,,,,,,,,17279.63281,87770.55469,
"2436","2435",,,,,,,,,,,,,,,,24958.52344,207176.25000,
"2437","2436",,0.00945,156.62410,151.74530,0.13344,98.39640,97.37299,81.35716,7.11342,4.95104,0.71220,15.26977,13.47106,8.52039,345.26541,29354.71094,34077.42188,2.68601
"2438","2437",,,,,,,,,,,,,,,,210342.18750,272652.62500,
"2439","2438",1.00000,0.00702,141.67514,180.99193,0.23521,92.44897,87.61372,76.08511,10.55385,8.40879,3.55903,18.02112,16.35995,11.41181,93.39137,5552.69531,20398.49414,2.25571
"2440","2439",,,,,,,,,,,,,,,,7925.26074,86669.86719,
"2441","2440",,,,,,,,,,,,,,,,75164.78125,119100.12500,
"2442","2441",,,,,,,,,,,,,,,,9475.42871,53883.18750,
"2443","2442",,,,,,,,,,,,,,,,96920.18750,129398.33594,
"2444","2443",1.00000,0.00113,136.28772,176.82840,0.21424,90.93288,85.84467,91.66005,10.24205,7.87232,3.51481,19.81982,18.03262,13.09652,138.22911,1143.86353,131275.70313,5.02513
"2445","2444",,,,,,,,,,,,,,,,76786.31250,127854.61719,
"2446","2445",2.00000,0.00585,136.10464,212.65616,0.38223,89.25217,83.37424,75.31631,9.84138,8.18350,3.47012,21.29046,20.07693,14.61079,87.76602,1401.80005,13515.49219,2.42101
"2447","2446",5.00000,0.01357,134.73386,206.25372,0.38169,88.84281,90.15850,91.86714,10.11592,8.35538,3.72344,20.97653,19.69132,14.59859,220.01923,14257.13770,15002.55371,5.96294
"2448","2447",,,,,,,,,,,,,,,,160942.57813,236918.12500,
"2449","2448",,0.00972,150.61894,171.87518,0.09078,112.50500,106.02048,89.03193,7.82265,5.97453,1.31695,17.05833,15.36186,10.09593,355.44113,167949.07813,191590.10938,1.17837
"2450","2449",,,,,,,,,,,,,,,,194196.10938,232108.84375,
"2451","2450",,,,,,,,,,,,,,,,81074.65625,134433.10938,
"2452","2451",,,,,,,,,,,,,,,,141803.32813,152670.03125,
"2453","2452",,,136.13765,204.40442,0.27099,75.38708,72.30276,72.76416,10.85480,8.69616,3.91919,21.10991,19.52817,13.74459,,7526.01367,39999.04688,
"2454","2453",,,,,,,,,,,,,,,,111163.35938,130183.79688,
"2455","2454",,,153.21022,158.74075,0.10341,80.20584,77.49744,71.42398,7.81349,5.49310,1.40991,16.28443,14.33833,9.07403,,648.12848,68914.80469,
"2456","2455",,,,,,,,,,,,,,,,214284.50000,292087.75000,
"2457","2456",2.00000,0.00774,134.23569,204.82590,0.22966,78.45114,75.35706,76.00631,10.82445,8.83337,4.12123,21.21383,19.82956,14.32380,41.43037,1775.45776,1714.52771,2.29101
"2458","2457",,,,,,,,,,,,,,,,195579.25000,246146.17188,
"2459","2458",,,,,,,,,,,,,,,,119697.09375,171985.67188,
"2460","2459",,,,,,,,,,,,,,,,254576.95313,305666.03125,
"2461","2460",,,,,,,,,,,,,,,,61217.74609,244913.25000,
"2462","2461",,,,,,,,,,,,,,,,43247.16406,75656.36719,
"2463","2462",,,,,,,,,,,,,,,,179171.32813,231472.35938,
"2464","2463",,,,,,,,,,,,,,,,39752.26563,101191.03906,
"2465","2464",,,,,,,,,,,,,,,,81715.63281,113405.57813,
"2466","2465",,,,,,,,,,,,,,,,67652.11719,138990.53125,
"2467","2466",2.00000,0.00836,137.30775,212.90343,0.45044,88.30875,86.20577,83.31031,9.49059,7.89268,3.11421,21.01624,19.85364,14.47873,264.75333,14468.14648,14132.52051,4.69712
"2468","2467",,,,,,,,,,,,,,,,141603.89063,191797.32813,
"2469","2468",,,,,,,,,,,,,,,,65742.51563,130059.12500,
"2470","2469",,,,,,,,,,,,,,,,183140.09375,223487.15625,
"2471","2470",,,,,,,,,,,,,,,,71884.53906,75323.10938,
"2472","2471",,,,,,,,,,,,,,,,196868.18750,258911.04688,
"2473","2472",,0.02118,140.82613,161.41388,0.09499,108.67258,114.67459,106.78780,10.22722,8.05474,3.57090,17.65693,15.67618,11.27144,278.80359,10400.85742,67238.80469,2.59495
"2474","2473",,0.01979,148.85397,170.51141,0.08239,111.68933,104.34248,88.24802,8.16950,6.29524,1.67947,17.35336,15.58038,10.37545,259.88058,166129.71875,195082.60938,6.16979
"2475","2474",,,,,,,,,,,,,,,,88610.13281,145392.48438,
"2476","2475",,0.00036,142.27693,174.88362,0.20212,110.30053,113.56426,103.65820,9.54559,7.65534,2.99580,17.74442,16.23313,11.57662,494.30997,18700.04688,16478.81445,2.32879
"2477","2476",5.00000,0.00338,133.81157,208.40906,0.31445,86.12907,87.15123,88.97443,10.30561,8.55970,3.89312,21.30598,20.03422,14.85306,166.93021,15008.11621,8307.03906,2.80195
"2478","2477",1.00000,0.02808,142.64786,198.18352,0.33829,86.33941,82.59464,81.39601,9.06656,7.16238,2.35076,19.81237,18.39471,12.65318,289.38992,720.32495,43274.69141,4.96558
"2479","2478",,,,,,,,,,,,,,,,69527.84375,154264.82813,
"2480","2479",,,,,,,,,,,,,,,,13235.31348,97812.65625,
"2481","2480",,,,,,,,,,,,,,,,33834.24219,63170.25391,
"2482","2481",,,,,,,,,,,,,,,,47033.19141,225253.18750,
"2483","2482",,0.02135,148.17609,167.75314,0.09091,111.71701,103.82514,88.39950,8.33745,6.44716,1.86129,17.30989,15.48631,10.35102,231.67583,158963.54688,200506.70313,3.41296
"2484","2483",,,,,,,,,,,,,,,,38190.28516,117467.83594,
"2485","2484",2.00000,0.01848,137.48309,204.38069,0.29030,78.72142,75.08775,76.70504,10.24393,8.23111,3.42593,21.03953,19.56917,13.77807,109.75611,2528.73486,33838.80859,5.54689
"2486","2485",,,,,,,,,,,,,,,,36616.91406,129924.72656,
"2487","2486",,,,,,,,,,,,,,,,104956.68750,155379.20313,
"2488","2487",,,,,,,,,,,,,,,,40498.48438,217467.45313,
"2489","2488",,,,,,,,,,,,,,,,48822.64453,140986.96875,
"2490","2489",1.00000,0.00493,138.22896,150.51144,0.09091,97.24062,95.31954,97.39349,10.55676,7.97582,3.70799,17.82477,15.71101,11.38837,132.49348,3115.56885,110579.00000,2.07639
"2491","2490",,,,,,,,,,,,,,,,106838.57813,121715.18750,
"2492","2491",,,,,,,,,,,,,,,,24115.37500,54894.75781,
"2493","2492",,,,,,,,,,,,,,,,4202.33105,187423.85938,
"2494","2493",,,,,,,,,,,,,,,,7577.01172,68570.35938,
"2495","2494",1.00000,,140.47388,138.73289,0.11919,100.71411,98.80552,105.48637,10.02613,7.44517,3.46715,17.13818,14.89074,10.67366,30.23822,2967.31079,165231.98438,
"2496","2495",,,,,,,,,,,,,,,,126567.64063,175343.17188,
"2497","2496",,,,,,,,,,,,,,,,23640.33203,62808.53125,
"2498","2497",2.00000,0.01189,138.84122,205.23041,0.30630,81.60783,77.92960,78.72001,9.75959,7.87096,3.03798,20.79115,19.41954,13.69496,169.05309,4766.33984,43258.61719,6.26110
"2499","2498",,0.03892,138.26526,190.88382,0.18986,101.22544,98.16443,83.86987,10.69635,8.73730,3.92902,19.02888,17.48426,12.54308,79.84164,3592.41431,20153.37695,5.20014
"2500","2499",,0.14372,146.44580,180.42325,0.36129,106.31633,101.95142,89.44397,9.01661,7.16665,2.32385,17.24777,15.91920,10.84372,634.70654,11548.38379,10918.70410,0.06596
"2501","2500",,,,,,,,,,,,,,,,120126.83594,169007.71875,
"2502","2501",,,,,,,,,,,,,,,,132716.28125,140708.07813,
"2503","2502",1.00000,0.00634,135.63103,162.69736,0.13671,91.24455,96.99856,100.08234,10.47516,8.12744,3.89823,18.95310,16.92034,12.45396,95.32319,1445.34998,47291.19531,1.50408
"2504","2503",,0.00547,146.40501,166.23346,0.09091,112.38609,102.97620,86.13681,8.75541,6.74032,2.20459,17.77175,15.83113,10.66693,125.49355,125116.63281,169081.62500,3.22704
"2505","2504",2.00000,,147.67967,168.56015,0.31604,84.81773,81.32323,72.65163,8.48611,6.22548,1.90318,17.61168,15.85874,10.56878,16.77943,6495.26074,31627.12305,
"2506","2505",1.00000,0.00582,139.96426,195.32462,0.25195,104.69145,108.36638,98.27335,9.50709,7.77059,3.10035,19.27544,17.87563,12.93296,318.40094,6726.53223,6112.26611,0.23246
"2507","2506",2.00000,0.01075,135.07765,197.27762,0.21168,84.32139,86.00829,89.86196,9.95698,8.05568,3.54233,20.80143,19.35771,14.30241,187.53615,20028.63477,1107.88086,0.58336
"2508","2507",,0.05232,139.70213,190.47185,0.19511,103.08279,99.57916,85.20764,10.31793,8.41099,3.59018,18.78370,17.32527,12.33513,191.40402,5846.37891,19847.41797,4.25791
"2509","2508",2.00000,0.01329,134.00427,209.46693,0.23835,85.16308,85.89542,87.87229,10.31272,8.57708,3.87502,21.32339,20.07572,14.82639,171.39760,8791.90723,4275.11377,5.39718
"2510","2509",,0.01743,148.80902,168.08905,0.09091,112.96847,104.37348,87.56107,8.27719,6.32557,1.75758,17.36633,15.51492,10.30161,211.96747,138345.56250,173823.70313,2.11624
"2511","2510",2.00000,0.01320,138.37257,209.32530,0.44046,97.37926,95.60413,86.86705,9.57936,7.95658,3.16486,20.25525,19.09216,13.87423,309.87885,7874.54443,8330.69238,3.87907
"2512","2511",,,,,,,,,,,,,,,,40202.05859,168597.76563,
"2513","2512",1.00000,0.02105,142.50731,198.55908,0.38579,81.27628,77.74344,78.44631,9.68159,7.56032,2.74268,19.97835,18.30117,12.46270,77.91131,2404.99390,45117.00781,1.66837
"2514","2513",,0.01123,140.06732,197.83202,0.31928,103.99306,107.38515,97.51255,9.44013,7.72133,3.03857,19.37763,18.00889,13.02082,335.91168,2991.29395,5041.48291,3.29107
"2515","2514",,,,,,,,,,,,,,,,71606.55469,76992.21875,
"2516","2515",,,,,,,,,,,,,,,,50492.26563,124689.53125,
"2517","2516",,0.00979,139.07085,150.11345,0.11453,91.43621,96.57141,104.09335,10.51751,8.01996,3.79107,17.39644,15.38369,11.11112,160.58884,5558.88379,89269.58594,4.21684
"2518","2517",,,,,,,,,,,,,,,,113089.15625,156069.53125,
"2519","2518",,,,,,,,,,,,,,,,4398.37695,43154.41406,
"2520","2519",1.00000,0.00240,136.76421,171.49435,0.09096,93.49712,88.88392,95.35041,10.08175,7.68167,3.38948,19.61647,17.80707,12.87460,147.54352,7270.51465,144778.59375,0.73488
"2521","2520",,,,,,,,,,,,,,,,174300.76563,253036.29688,
"2522","2521",,,141.48181,130.41170,0.09455,101.83018,100.07371,106.34724,10.08545,7.46173,3.49993,16.41392,14.10840,10.10544,89.00000,1709.31189,161892.70313,
"2523","2522",,,,,,,,,,,,,,,,26390.49805,153722.71875,
"2524","2523",,,,,,,,,,,,,,,,26677.56445,47878.80859,
"2525","2524",,,,,,,,,,,,,,,,12962.89941,51825.68750,
"2526","2525",,,,,,,,,,,,,,,,30104.72070,88705.68750,
"2527","2526",1.00000,0.01255,145.82709,184.20297,0.49184,99.59158,95.16694,85.66001,8.89369,7.02604,2.21312,17.90021,16.54572,11.26428,486.47656,326.70953,6618.80469,0.88601
"2528","2527",5.00000,0.01569,143.55006,197.98465,0.38823,84.98837,81.39499,81.04947,9.19103,7.18564,2.37256,19.62896,18.08933,12.29249,231.42700,696.16644,42794.00391,3.49269
"2529","2528",,,,,,,,,,,,,,,,169679.76563,241551.15625,
"2530","2529",,,,,,,,,,,,,,,,11376.94336,81071.50781,
"2531","2530",,0.05054,145.61578,187.31197,0.45186,104.88097,99.83873,88.87055,8.69873,6.96754,2.12560,17.79831,16.63142,11.41850,627.85614,6861.28076,23691.37109,3.94233
"2532","2531",,,,,,,,,,,,,,,,38696.19922,120532.04688,
"2533","2532",,,,,,,,,,,,,,,,18813.98633,114790.00781,
"2534","2533",1.00000,0.01054,137.19608,178.74814,0.17324,89.64833,85.87792,94.33508,10.27609,7.93518,3.60879,19.71893,17.92261,12.78874,115.27234,2599.97290,165450.18750,2.04082
"2535","2534",,,,,,,,,,,,,,,,121561.97656,208136.54688,
"2536","2535",,,,,,,,,,,,,,,,196232.71875,271463.50000,
"2537","2536",1.00000,0.01701,140.74243,171.26910,0.14450,110.29310,115.84251,106.02832,9.93846,7.95402,3.41366,17.91941,16.18965,11.67914,374.06561,29172.45117,21880.90430,5.21012
"2538","2537",2.00000,0.00222,136.05473,213.20093,0.40398,88.81607,83.01139,75.19689,9.84225,8.18640,3.47010,21.33608,20.12221,14.64756,93.40213,135.34328,14684.31250,0.73278
"2539","2538",5.00000,0.02187,135.02460,183.42470,0.12369,83.05383,80.15105,86.35602,10.72444,8.37979,3.94905,20.10718,18.34371,13.28400,81.49824,250.17995,121665.52344,2.81802
"2540","2539",,,,,,,,,,,,,,,,12269.16895,78268.55469,
"2541","2540",,,,,,,,,,,,,,,,21488.49219,117402.72656,
"2542","2541",1.00000,0.02358,135.92619,164.90886,0.06512,86.00157,90.00513,92.98174,10.33992,7.92117,3.62235,19.25747,17.24505,12.65944,65.29565,364.14746,72524.05469,4.08583
"2543","2542",,0.00460,149.90862,161.74327,0.09108,106.31055,100.06348,82.41599,8.09162,6.03503,1.58634,16.92549,15.06584,9.96701,157.45796,83704.53125,108058.71875,6.16331
"2544","2543",,,,,,,,,,,,,,,,16807.50977,96420.65625,
"2545","2544",,,,,,,,,,,,,,,,120155.02344,196698.18750,
"2546","2545",,,,,,,,,,,,,,,,26615.47852,92467.71094,
"2547","2546",,,,,,,,,,,,,,,,38329.84375,219016.93750,
"2548","2547",,,,,,,,,,,,,,,,49787.89063,89780.45313,
"2549","2548",2.00000,0.01323,137.65111,209.32011,0.34902,91.82693,91.02918,87.17292,9.45401,7.83333,3.08070,20.71005,19.52499,14.24852,277.21011,15959.48047,17566.80664,5.84461
"2550","2549",,,,,,,,,,,,,,,,70802.81250,89101.74219,
"2551","2550",,,,,,,,,,,,,,,,195870.98438,217898.18750,
"2552","2551",,,,,,,,,,,,,,,,64165.80859,133209.70313,
"2553","2552",,,,,,,,,,,,,,,,117427.97656,170604.71875,
"2554","2553",,0.00531,141.42796,194.92509,0.30387,103.90814,106.14646,97.93034,9.05504,7.36614,2.65691,19.09052,17.82439,12.78818,460.07877,14134.23535,9319.94336,0.24239
"2555","2554",,,,,,,,,,,,,,,,44032.81250,103132.53125,
"2556","2555",,,,,,,,,,,,,,,,112132.35156,153417.75000,
"2557","2556",1.00000,0.00431,149.62277,178.52939,0.44365,89.94383,85.98704,79.31065,8.83111,6.64745,1.87845,17.07478,15.39894,10.03788,362.06494,27302.87109,57340.76953,2.71765
"2558","2557",3.00000,0.01348,136.63872,212.57411,0.40337,88.75272,87.36942,85.12148,9.65043,8.03723,3.27740,21.05216,19.87427,14.56355,229.82028,12006.14453,24817.23633,0.25915
"2559","2558",2.00000,0.00215,134.96294,199.85030,0.23800,90.93138,93.05563,95.20782,10.03346,8.20986,3.66154,20.64942,19.28563,14.32749,228.06587,25706.46094,2802.01050,5.55240
"2560","2559",,,,,,,,,,,,,,,,29944.41602,70426.17969,
"2561","2560",,,,,,,,,,,,,,,,50405.87500,117273.17188,
"2562","2561",5.00000,0.00584,134.13228,203.37610,0.20204,75.64525,75.50001,78.74845,10.60106,8.58739,3.94819,21.35406,19.92458,14.45500,49.28789,889.51648,30837.10547,1.02560
"2563","2562",,,,,,,,,,,,,,,,15861.99902,48846.55469,
"2564","2563",,0.02896,148.61131,170.18878,0.08506,111.32519,103.84273,87.19234,8.16890,6.26663,1.67142,17.49002,15.69732,10.45076,232.96382,154633.12500,180305.54688,2.96033
"2565","2564",,,,,,,,,,,,,,,,26810.68945,48326.26563,
"2566","2565",,,,,,,,,,,,,,,,7330.17969,22485.02344,
"2567","2566",,0.00711,137.36871,208.86928,0.34761,90.59280,89.52074,87.26633,9.50224,7.88052,3.12620,20.76004,19.59024,14.31411,290.88391,14707.60156,27446.89844,5.81142
"2568","2567",,,,,,,,,,,,,,,,65220.00781,83609.84375,
"2569","2568",,,,,,,,,,,,,,,,69986.28125,153675.75000,
"2570","2569",,,,,,,,,,,,,,,,24779.75781,77403.82031,
"2571","2570",5.00000,0.00664,133.50327,210.39267,0.25413,87.04260,87.66917,88.18603,10.32374,8.63328,3.94475,21.46221,20.20652,15.02786,148.67673,2006.90955,1441.38049,1.81115
"2572","2571",,,,,,,,,,,,,,,,16359.48535,44941.69141,
"2573","2572",1.00000,0.01992,137.99814,150.98763,0.12649,89.61337,94.45543,102.06316,10.69150,8.17139,3.95484,17.61766,15.57430,11.30836,71.56667,3424.43164,93182.07031,3.32915
"2574","2573",,,,,,,,,,,,,,,,33219.21875,117783.96875,
"2575","2574",,,,,,,,,,,,,,,,24826.79297,81563.57031,
"2576","2575",1.00000,0.01193,141.40436,177.93697,0.23598,109.93829,116.59840,106.83108,9.51012,7.63558,3.08528,18.15496,16.55183,11.89536,394.14746,13461.03320,12265.54199,4.45922
"2577","2576",1.00000,0.01274,141.07674,151.35774,0.12447,98.44119,97.25996,104.55183,9.54324,7.08342,3.15066,17.96542,15.84262,11.14651,44.34996,2147.35474,182602.15625,2.21646
"2578","2577",2.00000,0.00988,138.70987,207.89980,0.39541,93.53979,92.80748,87.51330,9.28538,7.67261,2.90498,20.45672,19.28469,13.98338,316.07782,3345.43262,14485.36719,5.45659
"2579","2578",2.00000,0.01474,133.82327,209.30827,0.24145,82.81551,83.46282,86.15974,10.42701,8.63607,3.92733,21.38547,20.12704,14.81501,145.59538,6257.01221,8901.86328,5.76067
"2580","2579",,,,,,,,,,,,,,,,160678.84375,213299.98438,
"2581","2580",,,,,,,,,,,,,,,,48486.63672,15342.40723,
"2582","2581",,,,,,,,,,,,,,,,219822.71875,270521.31250,
"2583","2582",,,,,,,,,,,,,,,,59888.30078,107402.02344,
"2584","2583",,0.01093,148.70801,167.65672,0.08213,111.09044,103.16541,88.97248,8.41172,6.53246,1.97162,17.01295,15.16573,10.14241,229.17094,159876.21875,196894.82813,3.28113
"2585","2584",,,,,,,,,,,,,,,,147357.17188,172410.40625,
"2586","2585",2.00000,0.01047,135.83667,202.72769,0.29985,82.74446,83.48541,87.69196,9.97142,8.09639,3.47072,20.84627,19.52966,14.29144,237.56693,7416.51221,19255.48828,0.03259
"2587","2586",,,,,,,,,,,,,,,,64984.36719,114934.26563,
"2588","2587",,,,,,,,,,,,,,,,236722.39063,311678.09375,
"2589","2588",2.00000,0.00970,134.67088,207.06371,0.27250,78.59979,76.91490,80.28821,10.69470,8.70219,3.95996,21.19465,19.88767,14.41417,103.46077,3986.62744,13549.97559,6.15951
"2590","2589",,,,,,,,,,,,,,,,101322.17969,161972.56250,
"2591","2590",,,,,,,,,,,,,,,,5504.55273,89440.52344,
"2592","2591",,,,,,,,,,,,,,,,102213.45313,123720.36719,
"2593","2592",,,,,,,,,,,,,,,,235559.07813,287014.56250,
"2594","2593",,,,,,,,,,,,,,,,170911.42188,220817.82813,
"2595","2594",,,,,,,,,,,,,,,,14579.83105,96369.93750,
"2596","2595",2.00000,0.00759,136.65207,203.76910,0.23703,94.28848,94.92910,93.44313,9.67070,7.98176,3.30566,20.52472,19.29726,14.23273,291.15848,22754.48438,14158.57031,3.23377
"2597","2596",,0.01316,137.77164,150.34012,0.17770,88.51647,92.89287,100.83947,10.68696,8.16409,3.96607,17.65231,15.61186,11.35961,63.56750,3761.73267,92067.72656,2.75983
"2598","2597",,,,,,,,,,,,,,,,116008.77344,176791.54688,
"2599","2598",1.00000,0.03794,138.70639,182.80385,0.15780,104.75622,105.90770,96.40005,10.31349,8.36380,3.69004,18.62095,17.06248,12.40906,300.94608,2831.66113,42365.37500,5.00781
"2600","2599",,,,,,,,,,,,,,,,106193.42188,132361.51563,
"2601","2600",5.00000,0.01744,136.12840,163.54869,0.08929,97.46615,92.10984,96.91391,10.40122,7.92175,3.63245,19.14452,17.18697,12.54605,83.92281,1622.93677,125959.10938,4.83708
"2602","2601",1.00000,0.03813,139.34923,206.42230,0.30432,85.77991,81.03080,77.84834,9.25896,7.51863,2.74786,20.70175,19.42030,13.78388,188.23535,110.20659,42641.16016,2.90131
"2603","2602",,,,,,,,,,,,,,,,65301.93359,247040.71875,
"2604","2603",,,,,,,,,,,,,,,,20540.60742,92405.31250,
"2605","2604",,,,,,,,,,,,,,,,5878.77686,32651.58008,
"2606","2605",1.00000,,,,,,,,,,,,,,,2548.08740,74002.28125,
"2607","2606",,0.00909,137.46786,187.86148,0.13406,104.55493,109.29013,105.75449,9.88833,7.98962,3.48253,19.27004,17.78572,13.19404,286.71234,11986.16016,22606.56836,3.42656
"2608","2607",,,,,,,,,,,,,,,,47375.24219,93205.32031,
"2609","2608",1.00000,0.01553,136.81375,163.06129,0.11087,86.26140,90.48824,93.65591,10.18829,7.77839,3.47243,19.10646,17.08979,12.51261,112.78245,3783.49414,68164.03906,4.20867
"2610","2609",,,,,,,,,,,,,,,,41422.50000,83064.59375,
"2611","2610",1.00000,0.00931,139.27243,204.95319,0.26197,98.01671,98.60648,91.56344,9.31763,7.67193,2.93458,20.02671,18.80684,13.63533,342.45532,6659.86133,12247.86816,6.22589
"2612","2611",,,,,,,,,,,,,,,,16802.67969,46741.03516,
"2613","2612",,0.01008,141.14320,204.12584,0.41655,99.04343,95.87299,87.53835,9.00401,7.40725,2.58132,19.53915,18.46948,13.18747,480.02246,20059.19727,23953.89258,3.19244
"2614","2613",,,,,,,,,,,,,,,,37890.22266,141503.50000,
"2615","2614",2.00000,0.01494,135.86821,170.68217,0.16158,88.75463,93.49943,96.66706,10.12372,7.90145,3.58971,19.52689,17.64353,13.02993,140.39090,4045.98169,40688.18750,0.73974
"2616","2615",,,142.74268,194.68530,0.32447,76.71932,75.53318,76.78643,10.11009,7.76409,2.87483,19.64266,17.84042,11.98498,,9940.01270,86947.00000,
"2617","2616",,0.00579,147.35358,160.03751,0.09091,102.05645,93.57928,83.38991,8.99900,7.12455,2.68541,16.52506,14.54141,9.91898,53.48692,150545.39063,171065.84375,2.00368
"2618","2617",,,,,,,,,,,,,,,,97812.12500,145315.25000,
"2619","2618",,,,,,,,,,,,,,,,32432.02344,115618.02344,
"2620","2619",,,,,,,,,,,,,,,,14204.75098,94136.56250,
"2621","2620",,,,,,,,,,,,,,,,54686.21484,145075.90625,
"2622","2621",,,,,,,,,,,,,,,,24670.28906,53154.72656,
"2623","2622",,0.01200,150.25645,166.95863,0.14595,111.91969,104.40827,86.88834,7.92784,5.97505,1.41600,17.07848,15.27608,10.02351,287.37189,127047.60156,152066.62500,4.35744
"2624","2623",,,,,,,,,,,,,,,,185465.42188,262693.87500,
"2625","2624",,,,,,,,,,,,,,,,173592.73438,213500.65625,
"2626","2625",1.00000,,135.02371,176.32275,0.01010,97.82294,100.72598,93.31206,11.33627,9.10010,4.49485,19.17584,17.26470,12.72299,18.31539,642.25122,101778.34375,
"2627","2626",,,,,,,,,,,,,,,,6131.75391,69993.14063,
"2628","2627",1.00000,,135.81676,189.62411,0.09328,84.18004,80.07629,91.54935,10.98069,8.64828,4.16200,20.12972,18.38499,13.06106,82.00616,4914.25830,165993.59375,
"2629","2628",2.00000,0.00464,136.44696,197.89467,0.27150,74.74135,71.13130,71.23149,10.89554,8.68976,3.96971,20.47696,18.90544,13.35333,35.44601,3163.70605,14529.53906,0.82354
"2630","2629",,,,,,,,,,,,,,,,46017.20313,101133.72656,
"2631","2630",,,,,,,,,,,,,,,,36296.01953,76093.78906,
"2632","2631",,,,,,,,,,,,,,,,9982.42578,120321.34375,
"2633","2632",,,,,,,,,,,,,,,,40044.47266,131157.70313,
"2634","2633",1.00000,0.00217,146.39070,177.59840,0.29779,85.10237,82.29012,75.08475,9.09852,6.81303,2.21671,18.07856,16.30489,10.89371,32.95817,1872.04248,74456.84375,5.44501
"2635","2634",,0.02896,148.61131,170.18878,0.08506,111.32519,103.84273,87.19234,8.16890,6.26663,1.67142,17.49002,15.69732,10.45076,232.96382,154633.12500,180305.54688,2.96033
